zip_code,city,state,lat,long
00934,Fort Buchanan,PR,18.4130,-66.1198
00949,Toa Baja,PR,18.4327,-66.1991
00952,Sabana Seca,PR,18.4284,-66.1804
00953,Toa Alta,PR,18.3578,-66.2581
00956,Bayamon,PR,18.3230,-66.1730
00962,Catano,PR,18.4418,-66.1402
00965,Guaynabo,PR,18.4300,-66.1199
00976,Trujillo Alto,PR,18.3370,-65.9900
00978,Saint Just,PR,18.3703,-66.0123
00979,Carolina,PR,18.4384,-66.0118
01001,Agawam,MA,42.0658,-72.6209
01002,Amherst,MA,42.3729,-72.4509
01005,Barre,MA,42.4208,-72.1062
01007,Belchertown,MA,42.2748,-72.4019
01008,Blandford,MA,42.1870,-72.9561
01009,Bondsville,MA,42.2075,-72.3496
01010,Brimfield,MA,42.1266,-72.2046
01011,Chester,MA,42.2686,-72.9808
01012,Chesterfield,MA,42.3654,-72.8199
01013,Chicopee,MA,42.1608,-72.6034
01026,Cummington,MA,42.4410,-72.9156
01027,Easthampton,MA,42.2929,-72.7176
01028,East Longmeadow,MA,42.0617,-72.4988
01029,East Otis,MA,42.1920,-73.0453
01030,Feeding Hills,MA,42.0705,-72.6752
01031,Gilbertville,MA,42.3611,-72.2038
01032,Goshen,MA,42.4545,-72.8267
01033,Granby,MA,42.2579,-72.5057
01034,Granville,MA,42.0924,-72.9497
01035,Hadley,MA,42.3563,-72.5850
01036,Hampden,MA,42.0730,-72.4166
01037,Hardwick,MA,42.3787,-72.1922
01038,Hatfield,MA,42.3863,-72.6059
01039,Haydenville,MA,42.4112,-72.6889
01040,Holyoke,MA,42.2227,-72.6405
01050,Huntington,MA,42.2709,-72.9032
01053,Leeds,MA,42.3522,-72.7155
01054,Leverett,MA,42.4754,-72.4876
01056,Ludlow,MA,42.1920,-72.4587
01057,Monson,MA,42.0955,-72.3129
01059,North Amherst,MA,42.3738,-72.5205
01060,Northampton,MA,42.3296,-72.6251
01062,Florence,MA,42.3301,-72.6927
01066,North Hatfield,MA,42.4107,-72.6253
01068,Oakham,MA,42.3533,-72.0514
01069,Palmer,MA,42.1921,-72.3077
01070,Plainfield,MA,42.5196,-72.9252
01071,Russell,MA,42.1692,-72.8545
01072,Shutesbury,MA,42.4630,-72.4200
01073,Southampton,MA,42.2306,-72.7410
01074,South Barre,MA,42.3824,-72.0998
01075,South Hadley,MA,42.2586,-72.5759
01077,Southwick,MA,42.0499,-72.7722
01079,Thorndike,MA,42.1968,-72.3271
01080,Three Rivers,MA,42.1783,-72.3705
01081,Wales,MA,42.0618,-72.2314
01082,Ware,MA,42.2889,-72.2776
01083,Warren,MA,42.2030,-72.1974
01084,West Chesterfield,MA,42.3868,-72.8794
01085,Westfield,MA,42.1627,-72.7714
01088,West Hatfield,MA,42.3887,-72.6466
01089,West Springfield,MA,42.1257,-72.6417
01092,West Warren,MA,42.2024,-72.2217
01093,Whately,MA,42.4399,-72.6353
01094,Wheelwright,MA,42.3517,-72.1405
01095,Wilbraham,MA,42.1347,-72.4322
01096,Williamsburg,MA,42.4361,-72.7701
01097,Woronoco,MA,42.1594,-72.8751
01098,Worthington,MA,42.3902,-72.9472
01101,Springfield,MA,42.1057,-72.5981
01106,Longmeadow,MA,42.0506,-72.5659
01151,Indian Orchard,MA,42.1513,-72.5105
01201,Pittsfield,MA,42.4665,-73.2894
01220,Adams,MA,42.6271,-73.1187
01222,Ashley Falls,MA,42.0654,-73.3165
01223,Becket,MA,42.3241,-73.1309
01224,Berkshire,MA,42.5035,-73.2021
01225,Cheshire,MA,42.5582,-73.1479
01226,Dalton,MA,42.4766,-73.1467
01229,Glendale,MA,42.2836,-73.3445
01230,Great Barrington,MA,42.1712,-73.3303
01235,Hinsdale,MA,42.3959,-73.0763
01236,Housatonic,MA,42.2631,-73.3835
01237,Lanesboro,MA,42.5607,-73.2444
01238,Lee,MA,42.2880,-73.2069
01240,Lenox,MA,42.3665,-73.2711
01242,Lenox Dale,MA,42.3394,-73.2467
01243,Middlefield,MA,42.3481,-73.0027
01244,Mill River,MA,42.1373,-73.1953
01245,Monterey,MA,42.1798,-73.1969
01247,North Adams,MA,42.6956,-73.0880
01252,North Egremont,MA,42.1967,-73.4386
01253,Otis,MA,42.1955,-73.0945
01254,Richmond,MA,42.3791,-73.3659
01255,Sandisfield,MA,42.1135,-73.1200
01256,Savoy,MA,42.5896,-73.0230
01257,Sheffield,MA,42.1039,-73.3677
01258,South Egremont,MA,42.1022,-73.4641
01259,Southfield,MA,42.0792,-73.2382
01260,South Lee,MA,42.2775,-73.2778
01262,Stockbridge,MA,42.2968,-73.3259
01264,Tyringham,MA,42.2265,-73.1976
01266,West Stockbridge,MA,42.2887,-73.3778
01267,Williamstown,MA,42.6423,-73.2526
01270,Windsor,MA,42.5131,-73.0502
01301,Greenfield,MA,42.6319,-72.5974
01330,Ashfield,MA,42.5259,-72.8093
01331,Athol,MA,42.5607,-72.1839
01337,Bernardston,MA,42.6901,-72.5851
01338,Buckland,MA,42.5800,-72.8003
01339,Charlemont,MA,42.6317,-72.8781
01340,Colrain,MA,42.6753,-72.7408
01341,Conway,MA,42.5097,-72.6990
01342,Deerfield,MA,42.5400,-72.6184
01343,Drury,MA,42.6517,-72.9908
01344,Erving,MA,42.6089,-72.4246
01346,Heath,MA,42.6657,-72.8333
01347,Lake Pleasant,MA,42.5567,-72.5186
01349,Millers Falls,MA,42.5739,-72.4842
01350,Monroe Bridge,MA,42.7212,-72.9752
01351,Montague,MA,42.5482,-72.5112
01354,Gill,MA,42.6384,-72.5095
01355,New Salem,MA,42.4260,-72.3164
01360,Northfield,MA,42.6665,-72.4469
01364,Orange,MA,42.6205,-72.2944
01366,Petersham,MA,42.4459,-72.2135
01367,Rowe,MA,42.6959,-72.9349
01368,Royalston,MA,42.6705,-72.1970
01370,Shelburne Falls,MA,42.6014,-72.7391
01373,South Deerfield,MA,42.4649,-72.6172
01375,Sunderland,MA,42.4661,-72.5555
01376,Turners Falls,MA,42.5934,-72.5400
01378,Warwick,MA,42.6663,-72.3449
01379,Wendell,MA,42.5547,-72.4083
01380,Wendell Depot,MA,42.5884,-72.3960
01420,Fitchburg,MA,42.5828,-71.8066
01430,Ashburnham,MA,42.6557,-71.9220
01431,Ashby,MA,42.6736,-71.8343
01432,Ayer,MA,42.5629,-71.5688
01434,Devens,MA,42.5350,-71.6115
01436,Baldwinville,MA,42.6001,-72.0863
01438,East Templeton,MA,42.5651,-72.0316
01440,Gardner,MA,42.5900,-71.9861
01441,Westminster,MA,42.5750,-71.9988
01450,Groton,MA,42.6162,-71.5768
01451,Harvard,MA,42.4985,-71.5819
01452,Hubbardston,MA,42.4842,-72.0112
01453,Leominster,MA,42.5245,-71.7722
01460,Littleton,MA,42.5380,-71.4850
01462,Lunenburg,MA,42.5871,-71.7209
01463,Pepperell,MA,42.6655,-71.5994
01464,Shirley,MA,42.5795,-71.6445
01467,Still River,MA,42.4844,-71.6290
01468,Templeton,MA,42.5432,-72.0669
01469,Townsend,MA,42.6596,-71.7023
01472,West Groton,MA,42.6006,-71.6302
01474,West Townsend,MA,42.6697,-71.7434
01475,Winchendon,MA,42.6609,-72.0489
01477,Winchendon Springs,MA,42.69,-72.01
01501,Auburn,MA,42.1957,-71.8461
01503,Berlin,MA,42.3842,-71.6294
01504,Blackstone,MA,42.0395,-71.5307
01505,Boylston,MA,42.3540,-71.7174
01506,Brookfield,MA,42.1945,-72.1038
01507,Charlton,MA,42.1318,-71.9732
01508,Charlton City,MA,42.1476,-71.9982
01509,Charlton Depot,MA,42.1733,-71.9794
01510,Clinton,MA,42.4132,-71.6913
01515,East Brookfield,MA,42.2073,-72.0489
01516,Douglas,MA,42.0546,-71.7547
01517,East Princeton,MA,42.46,-71.89
01518,Fiskdale,MA,42.1065,-72.1140
01519,Grafton,MA,42.2030,-71.6811
01520,Holden,MA,42.3338,-71.8533
01521,Holland,MA,42.0645,-72.1684
01522,Jefferson,MA,42.3764,-71.8723
01523,Lancaster,MA,42.4721,-71.6676
01524,Leicester,MA,42.2401,-71.9188
01525,Linwood,MA,42.0973,-71.6455
01526,Manchaug,MA,42.0945,-71.7482
01527,Millbury,MA,42.1908,-71.7795
01529,Millville,MA,42.0395,-71.5773
01531,New Braintree,MA,42.3205,-72.1295
01532,Northborough,MA,42.3301,-71.6352
01534,Northbridge,MA,42.1362,-71.6427
01535,North Brookfield,MA,42.2689,-72.0829
01536,North Grafton,MA,42.2248,-71.6893
01537,North Oxford,MA,42.1629,-71.8912
01538,North Uxbridge,MA,42.0878,-71.6417
01540,Oxford,MA,42.1215,-71.8540
01541,Princeton,MA,42.4569,-71.8908
01542,Rochdale,MA,42.2013,-71.9108
01543,Rutland,MA,42.3831,-71.9616
01545,Shrewsbury,MA,42.2868,-71.7136
01550,Southbridge,MA,42.0676,-72.0440
01560,South Grafton,MA,42.1748,-71.6798
01561,South Lancaster,MA,42.4444,-71.6876
01562,Spencer,MA,42.2480,-71.9907
01564,Sterling,MA,42.4393,-71.7766
01566,Sturbridge,MA,42.1016,-72.0798
01568,Upton,MA,42.1761,-71.6045
01569,Uxbridge,MA,42.0625,-71.6437
01570,Webster,MA,42.0582,-71.8481
01571,Dudley,MA,42.0597,-71.9368
01580,Westborough,MA,42.26,-71.61
01583,West Boylston,MA,42.3591,-71.7824
01585,West Brookfield,MA,42.2276,-72.1646
01586,West Millbury,MA,42.1756,-71.8027
01588,Whitinsville,MA,42.1257,-71.6641
01590,Sutton,MA,42.1354,-71.7558
01601,Worcester,MA,42.2627,-71.8028
01611,Cherry Valley,MA,42.2352,-71.8769
01612,Paxton,MA,42.3152,-71.9345
01701,Framingham,MA,42.3232,-71.4352
01718,Village Of Nagog Woods,MA,42.5195,-71.4290
01719,Boxborough,MA,42.4914,-71.5177
01720,Acton,MA,42.4842,-71.4395
01721,Ashland,MA,42.2594,-71.4683
01730,Bedford,MA,42.4999,-71.2753
01731,Hanscom Afb,MA,42.4631,-71.2851
01740,Bolton,MA,42.4382,-71.6049
01741,Carlisle,MA,42.5321,-71.3525
01742,Concord,MA,42.4606,-71.3642
01745,Fayville,MA,42.2915,-71.5002
01746,Holliston,MA,42.1974,-71.4412
01747,Hopedale,MA,42.1270,-71.5358
01748,Hopkinton,MA,42.2266,-71.5315
01749,Hudson,MA,42.3891,-71.5388
01752,Marlborough,MA,42.3459,-71.5509
01754,Maynard,MA,42.4285,-71.4577
01756,Mendon,MA,42.1038,-71.5446
01757,Milford,MA,42.1538,-71.5258
01760,Natick,MA,42.2872,-71.3523
01770,Sherborn,MA,42.2313,-71.3746
01772,Southborough,MA,42.2965,-71.5352
01773,Lincoln,MA,42.4272,-71.3124
01775,Stow,MA,42.4299,-71.5036
01776,Sudbury,MA,42.3888,-71.4230
01778,Wayland,MA,42.3612,-71.3629
01784,Woodville,MA,42.2376,-71.5627
01801,Woburn,MA,42.4895,-71.1589
01803,Burlington,MA,42.5060,-71.2045
01810,Andover,MA,42.6496,-71.1660
01821,Billerica,MA,42.5491,-71.2559
01824,Chelmsford,MA,42.5878,-71.3518
01826,Dracut,MA,42.6926,-71.3090
01827,Dunstable,MA,42.6732,-71.5022
01830,Haverhill,MA,42.7952,-71.0556
01833,Georgetown,MA,42.7238,-70.9782
01834,Groveland,MA,42.7509,-71.0099
01840,Lawrence,MA,42.7059,-71.1598
01844,Methuen,MA,42.7319,-71.1858
01845,North Andover,MA,42.6730,-71.0880
01850,Lowell,MA,42.6556,-71.3035
01860,Merrimac,MA,42.8366,-71.0116
01862,North Billerica,MA,42.5683,-71.2923
01863,North Chelmsford,MA,42.6314,-71.3886
01864,North Reading,MA,42.5805,-71.0870
01865,Nutting Lake,MA,42.5381,-71.2689
01866,Pinehurst,MA,42.5304,-71.2278
01867,Reading,MA,42.5333,-71.1036
01876,Tewksbury,MA,42.6111,-71.2316
01879,Tyngsboro,MA,42.6588,-71.4330
01880,Wakefield,MA,42.5013,-71.0667
01885,West Boxford,MA,42.7077,-71.0658
01886,Westford,MA,42.5890,-71.4417
01887,Wilmington,MA,42.5653,-71.1747
01890,Winchester,MA,42.4499,-71.1500
01901,Lynn,MA,42.4605,-70.9461
01906,Saugus,MA,42.4675,-71.0129
01907,Swampscott,MA,42.4752,-70.9050
01908,Nahant,MA,42.4360,-70.9209
01913,Amesbury,MA,42.8532,-70.9518
01915,Beverly,MA,42.5678,-70.8581
01921,Boxford,MA,42.6793,-71.0294
01922,Byfield,MA,42.7583,-70.9171
01923,Danvers,MA,42.5768,-70.9514
01929,Essex,MA,42.6323,-70.7784
01930,Gloucester,MA,42.6310,-70.6834
01936,Hamilton,MA,42.6208,-70.8578
01937,Hathorne,MA,42.5834,-70.9859
01938,Ipswich,MA,42.6829,-70.8473
01940,Lynnfield,MA,42.5382,-71.0305
01944,Manchester,MA,42.5795,-70.7651
01945,Marblehead,MA,42.5002,-70.8649
01949,Middleton,MA,42.6026,-71.0137
01950,Newburyport,MA,42.8142,-70.8745
01951,Newbury,MA,42.7553,-70.8496
01952,Salisbury,MA,42.8503,-70.8633
01960,Peabody,MA,42.5326,-70.9737
01965,Prides Crossing,MA,42.5590,-70.8253
01966,Rockport,MA,42.6605,-70.6162
01969,Rowley,MA,42.7179,-70.8954
01970,Salem,MA,42.5147,-70.9075
01982,South Hamilton,MA,42.6268,-70.8602
01983,Topsfield,MA,42.6356,-70.9443
01984,Wenham,MA,42.6020,-70.8729
01985,West Newbury,MA,42.7915,-70.9688
02018,Accord,MA,42.1747,-70.8845
02019,Bellingham,MA,42.0765,-71.4722
02020,Brant Rock,MA,42.0863,-70.6417
02021,Canton,MA,42.1827,-71.1221
02025,Cohasset,MA,42.2328,-70.8159
02026,Dedham,MA,42.2446,-71.1812
02030,Dover,MA,42.2417,-71.2875
02031,East Mansfield,MA,42.02,-71.17
02032,East Walpole,MA,42.1541,-71.2150
02035,Foxboro,MA,42.0609,-71.2355
02038,Franklin,MA,42.0870,-71.4078
02040,Greenbush,MA,42.1792,-70.7501
02041,Green Harbor,MA,42.0775,-70.6500
02043,Hingham,MA,42.2158,-70.8792
02045,Hull,MA,42.2843,-70.8882
02047,Humarock,MA,42.1361,-70.6908
02048,Mansfield,MA,42.0170,-71.2219
02050,Marshfield,MA,42.1111,-70.7131
02051,Marshfield Hills,MA,42.1459,-70.7405
02052,Medfield,MA,42.1824,-71.3101
02053,Medway,MA,42.1529,-71.4270
02054,Millis,MA,42.1662,-71.3613
02055,Minot,MA,42.2403,-70.7626
02056,Norfolk,MA,42.1165,-71.3311
02059,North Marshfield,MA,42.1434,-70.7705
02060,North Scituate,MA,42.2187,-70.7861
02061,Norwell,MA,42.1514,-70.8214
02062,Norwood,MA,42.1819,-71.1967
02065,Ocean Bluff,MA,42.0918,-70.7061
02066,Scituate,MA,42.2075,-70.7757
02067,Sharon,MA,42.1111,-71.1858
02070,Sheldonville,MA,42.0283,-71.3976
02071,South Walpole,MA,42.1019,-71.2721
02072,Stoughton,MA,42.1186,-71.1033
02081,Walpole,MA,42.1508,-71.2590
02090,Westwood,MA,42.2212,-71.1994
02093,Wrentham,MA,42.0553,-71.3716
02108,Boston,MA,42.3573,-71.0645
02119,Roxbury,MA,42.3230,-71.0847
02120,Roxbury Crossing,MA,42.3326,-71.0965
02121,Dorchester,MA,42.3073,-71.0859
02124,Dorchester Center,MA,42.2849,-71.0698
02126,Mattapan,MA,42.2758,-71.0907
02129,Charlestown,MA,42.3817,-71.0641
02130,Jamaica Plain,MA,42.3105,-71.1174
02131,Roslindale,MA,42.2835,-71.1218
02132,West Roxbury,MA,42.2793,-71.1659
02134,Allston,MA,42.3576,-71.1289
02135,Brighton,MA,42.3488,-71.1551
02136,Hyde Park,MA,42.2529,-71.1293
02137,Readville,MA,42.3586,-71.0605
02138,Cambridge,MA,42.3801,-71.1330
02143,Somerville,MA,42.3830,-71.0956
02148,Malden,MA,42.4328,-71.0544
02149,Everett,MA,42.4060,-71.0517
02150,Chelsea,MA,42.3996,-71.0316
02151,Revere,MA,42.4190,-70.9963
02152,Winthrop,MA,42.3678,-70.9755
02153,Medford,MA,42.4036,-71.1202
02156,West Medford,MA,42.4293,-71.1285
02169,Quincy,MA,42.2429,-71.0100
02176,Melrose,MA,42.4576,-71.0542
02180,Stoneham,MA,42.4731,-71.0971
02184,Braintree,MA,42.2034,-71.0048
02186,Milton,MA,42.2396,-71.0811
02187,Milton Village,MA,42.2795,-71.0782
02188,Weymouth,MA,42.2070,-70.9538
02189,East Weymouth,MA,42.2145,-70.9334
02190,South Weymouth,MA,42.1650,-70.9502
02191,North Weymouth,MA,42.2468,-70.9435
02228,East Boston,MA,42.35,-71.06
02301,Brockton,MA,42.0785,-71.0384
02322,Avon,MA,42.1288,-71.0469
02324,Bridgewater,MA,41.9706,-70.9732
02327,Bryantville,MA,42.0425,-70.8459
02330,Carver,MA,41.8741,-70.7648
02331,Duxbury,MA,42.0414,-70.6726
02333,East Bridgewater,MA,42.0337,-70.9425
02334,Easton,MA,42.0275,-71.1279
02337,Elmwood,MA,42.0154,-70.9646
02338,Halifax,MA,41.9872,-70.8593
02339,Hanover,MA,42.1228,-70.8518
02341,Hanson,MA,42.0558,-70.8740
02343,Holbrook,MA,42.1438,-71.0032
02344,Middleboro,MA,41.8934,-70.9117
02345,Manomet,MA,41.8975,-70.5426
02347,Lakeville,MA,41.8410,-70.9561
02350,Monponsett,MA,42.0170,-70.8499
02351,Abington,MA,42.1194,-70.9594
02355,North Carver,MA,41.9272,-70.7516
02356,North Easton,MA,42.0544,-71.1211
02358,North Pembroke,MA,42.1024,-70.7739
02359,Pembroke,MA,42.0649,-70.7986
02360,Plymouth,MA,41.8734,-70.6397
02364,Kingston,MA,41.9781,-70.7461
02366,South Carver,MA,41.8538,-70.6557
02367,Plympton,MA,41.9714,-70.8109
02368,Randolph,MA,42.1703,-71.0617
02370,Rockland,MA,42.1288,-70.9124
02375,South Easton,MA,42.0256,-71.1084
02379,West Bridgewater,MA,42.0175,-71.0235
02381,White Horse Beach,MA,41.9317,-70.5600
02382,Whitman,MA,42.0812,-70.9394
02420,Lexington,MA,42.4577,-71.2168
02445,Brookline,MA,42.3221,-71.1313
02447,Brookline Village,MA,42.3336,-71.1237
02451,Waltham,MA,42.3973,-71.2594
02455,North Waltham,MA,42.3586,-71.0605
02456,New Town,MA,42.3601,-71.1308
02457,Babson Park,MA,42.2988,-71.2601
02458,Newton,MA,42.3534,-71.1836
02459,Newton Center,MA,42.3122,-71.1947
02460,Newtonville,MA,42.3523,-71.2073
02461,Newton Highlands,MA,42.3140,-71.2085
02462,Newton Lower Falls,MA,42.3312,-71.2562
02464,Newton Upper Falls,MA,42.3132,-71.2187
02465,West Newton,MA,42.3504,-71.2256
02466,Auburndale,MA,42.3451,-71.2472
02467,Chestnut Hill,MA,42.3188,-71.1570
02468,Waban,MA,42.3265,-71.2319
02471,Watertown,MA,42.3708,-71.1833
02474,Arlington,MA,42.4172,-71.1611
02475,Arlington Heights,MA,42.4288,-71.1494
02478,Belmont,MA,42.3955,-71.1821
02479,Waverley,MA,42.4202,-71.2019
02481,Wellesley Hills,MA,42.3093,-71.2724
02482,Wellesley,MA,42.2935,-71.2993
02492,Needham,MA,42.2777,-71.2449
02493,Weston,MA,42.3578,-71.2954
02494,Needham Heights,MA,42.2997,-71.2298
02495,Nonantum,MA,42.3367,-71.2094
02532,Buzzards Bay,MA,41.7272,-70.5880
02534,Cataumet,MA,41.6668,-70.6176
02535,Chilmark,MA,41.3302,-70.7615
02536,East Falmouth,MA,41.5997,-70.5623
02537,East Sandwich,MA,41.7300,-70.4367
02538,East Wareham,MA,41.7719,-70.6481
02539,Edgartown,MA,41.3850,-70.5306
02540,Falmouth,MA,41.5783,-70.6251
02543,Woods Hole,MA,41.5282,-70.6636
02552,Menemsha,MA,41.3648,-70.7515
02553,Monument Beach,MA,41.7141,-70.6147
02554,Nantucket,MA,41.3157,-70.1197
02556,North Falmouth,MA,41.6382,-70.6277
02557,Oak Bluffs,MA,41.4451,-70.5647
02558,Onset,MA,41.7472,-70.6544
02559,Pocasset,MA,41.6879,-70.6224
02561,Sagamore,MA,41.7720,-70.5366
02562,Sagamore Beach,MA,41.7922,-70.5184
02563,Sandwich,MA,41.7196,-70.4779
02564,Siasconset,MA,41.2623,-69.9668
02565,Silver Beach,MA,41.63,-70.64
02568,Vineyard Haven,MA,41.4149,-70.6308
02571,Wareham,MA,41.7666,-70.7007
02573,West Chop,MA,41.45,-70.6
02574,West Falmouth,MA,41.6059,-70.6459
02575,West Tisbury,MA,41.3961,-70.6402
02576,West Wareham,MA,41.7735,-70.7678
02601,Hyannis,MA,41.6568,-70.2938
02630,Barnstable,MA,41.6966,-70.2954
02631,Brewster,MA,41.7469,-70.0695
02632,Centerville,MA,41.6571,-70.3474
02633,Chatham,MA,41.6889,-69.9799
02635,Cotuit,MA,41.6223,-70.4361
02637,Cummaquid,MA,41.6991,-70.2777
02638,Dennis,MA,41.7343,-70.1982
02639,Dennis Port,MA,41.6707,-70.1376
02641,East Dennis,MA,41.7486,-70.1649
02642,Eastham,MA,41.8376,-69.9751
02643,East Orleans,MA,41.7966,-69.9568
02644,Forestdale,MA,41.6932,-70.5176
02645,Harwich,MA,41.7022,-70.0629
02646,Harwich Port,MA,41.6728,-70.0692
02647,Hyannis Port,MA,41.6351,-70.3073
02648,Marstons Mills,MA,41.6704,-70.4134
02649,Mashpee,MA,41.6172,-70.4925
02650,North Chatham,MA,41.7034,-69.9668
02651,North Eastham,MA,41.8477,-70.0042
02652,North Truro,MA,42.0432,-70.1036
02653,Orleans,MA,41.7487,-69.9746
02655,Osterville,MA,41.6358,-70.3911
02657,Provincetown,MA,42.0509,-70.1963
02659,South Chatham,MA,41.6839,-70.0223
02660,South Dennis,MA,41.7137,-70.1554
02661,South Harwich,MA,41.6762,-70.0397
02662,South Orleans,MA,41.7567,-69.9938
02663,South Wellfleet,MA,41.9196,-69.9971
02664,South Yarmouth,MA,41.6711,-70.1937
02666,Truro,MA,41.9981,-70.0403
02667,Wellfleet,MA,41.9339,-70.0188
02668,West Barnstable,MA,41.7081,-70.3457
02669,West Chatham,MA,41.6703,-69.9929
02670,West Dennis,MA,41.6608,-70.1714
02671,West Harwich,MA,41.6708,-70.1113
02672,West Hyannisport,MA,41.6353,-70.3192
02673,West Yarmouth,MA,41.6486,-70.2415
02675,Yarmouth Port,MA,41.7076,-70.2300
02702,Assonet,MA,41.7853,-71.0667
02703,Attleboro,MA,41.9383,-71.2942
02712,Chartley,MA,41.9488,-71.2266
02713,Cuttyhunk,MA,41.4657,-70.8129
02714,Dartmouth,MA,41.5766,-71.0106
02715,Dighton,MA,41.8169,-71.1530
02717,East Freetown,MA,41.7526,-70.9815
02718,East Taunton,MA,41.8673,-71.0157
02719,Fairhaven,MA,41.6313,-70.8671
02720,Fall River,MA,41.7316,-71.1090
02725,Somerset,MA,41.7235,-71.1756
02738,Marion,MA,41.7181,-70.7604
02739,Mattapoisett,MA,41.6648,-70.8108
02740,New Bedford,MA,41.6322,-70.9406
02743,Acushnet,MA,41.7138,-70.8994
02747,North Dartmouth,MA,41.6526,-71.0097
02748,South Dartmouth,MA,41.5610,-70.9810
02760,North Attleboro,MA,41.9656,-71.3253
02762,Plainville,MA,42.0148,-71.3338
02763,Attleboro Falls,MA,41.9726,-71.3073
02764,North Dighton,MA,41.8560,-71.1551
02766,Norton,MA,41.9559,-71.1779
